Keyword,Location,rating,Company,Job_title,Place,salary,post_date,Job_URLs,Job_description
 Data scientist ,United States,3.8,Uber,"Sr Data Scientist, GTM Tech","San Francisco, CA",$165K - $183K (Employer est.),30d+,https://www.glassdoor.com/partner/jobListing.htm?pos=2408&ao=1136043&s=58&guid=00000196015717c2975db3f72625f967&src=GD_JOB_AD&t=SR&vt=w&cs=1_ee061305&cb=1743779208454&jobListingId=1009614498128&jrtk=5-yul1-0-1io0le61hljd2800-6b51c12544f481cb,"Experience managing projects across large, ambiguous scopes and driving initiatives in a fast moving, cross-functional environment.&hellip;
      
        Skills: Statistics, Data analysis skills, SQL, Statistical analysis, Analysis skills
      
    "
 Data scientist ,United States,3.4,Chewy,Data Scientist III,"Bellevue, WA",$135K - $215K (Employer est.),2d,https://www.glassdoor.com/partner/jobListing.htm?pos=2409&ao=1136043&s=58&guid=00000196015717c2975db3f72625f967&src=GD_JOB_AD&t=SR&vt=w&cs=1_4d30687f&cb=1743779208454&jobListingId=1009694867518&jrtk=5-yul1-0-1io0le61hljd2800-76d8d11e41718501,"Effectively communicate complex technical concepts and insights to both technical and non-technical partners. Design, develop, and implement advanced predictive…&hellip;
      
        Skills: Financial modeling, Data analysis skills, Git, SQL, AWS
      
    "
 Data scientist ,United States,3.9,CHRISTENSEN INC,Senior Data Analyst FP & A,"Richland, WA",$100K - $120K (Employer est.),8d,https://www.glassdoor.com/partner/jobListing.htm?pos=2410&ao=1136043&s=58&guid=00000196015717c2975db3f72625f967&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_987f527b&cb=1743779208455&jobListingId=1009687117007&jrtk=5-yul1-0-1io0le61hljd2800-753f3204539434be,"BA/BS Degree in Data Science, Computer Science, Finance, ore related field. Utilize Strategic thought processes, market data, internal data to support and…&hellip;
      
        Skills: Power BI, Business intelligence, Relational databases, Data analysis skills, Tableau
      
    "
 Data scientist ,United States,4.0,University of Kentucky,Health Data Analyst Senior/UKHC,"Lexington, KY",$26.00 - $45.70 Per Hour (Employer est.),21d,https://www.glassdoor.com/partner/jobListing.htm?pos=2411&ao=1136043&s=58&guid=00000196015717c2975db3f72625f967&src=GD_JOB_AD&t=SR&vt=w&cs=1_429a06f6&cb=1743779208454&jobListingId=1009672204997&jrtk=5-yul1-0-1io0le61hljd2800-d7b8a68a0949b3e7,"The physical requirements of this position include utilizing a computer workstation for extended periods of time with repetitive motions such as typing.&hellip;
      
        Skills: Anatomy knowledge, Customer service, Microsoft Office, ICD-10, Supervising experience
      
    "
 Data scientist ,United States,3.4,Varo Bank,"Sr. Data Scientist, Machine Learning","Charlotte, NC",$140K - $180K (Employer est.),7d,https://www.glassdoor.com/partner/jobListing.htm?pos=2412&ao=1136043&s=58&guid=00000196015717c2975db3f72625f967&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5f8994f4&cb=1743779208454&jobListingId=1009688013035&jrtk=5-yul1-0-1io0le61hljd2800-c01c0cfb86f9d67a,"You will own the development and training of these models, as well as contribute to the design of architecture that serves the models. A bank for all of us.&hellip;
      
        Skills: TensorFlow, Spark, Machine learning
      
    "
 Data scientist ,United States,3.6,Amazon.com Services LLC,"Data Scientist II, FinOps - Global Data Analytics","Arlington, VA",$120K - $163K (Glassdoor est.),8d,https://www.glassdoor.com/partner/jobListing.htm?pos=2413&ao=1136043&s=58&guid=00000196015717c2975db3f72625f967&src=GD_JOB_AD&t=SR&vt=w&cs=1_07feaef2&cb=1743779208455&jobListingId=1009686828800&jrtk=5-yul1-0-1io0le61hljd2800-91639b49a5ad45d8,"Collaborate with business and operational stakeholders and product managers to innovate on behalf of customers leveraging data science methodologies, and…&hellip;
      
        Skills: MATLAB, SAS, Writing skills, R, Data analysis skills
      
    "
 Data scientist ,United States,3.5,Tekion,Principal Data Scientist,"Pleasanton, CA",$200K - $300K (Employer est.),23d,https://www.glassdoor.com/partner/jobListing.htm?pos=2414&ao=1136043&s=58&guid=00000196015717c2975db3f72625f967&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6854dab7&cb=1743779208455&jobListingId=1009669428567&jrtk=5-yul1-0-1io0le61hljd2800-3d047c69679d7780,"As a senior technical leader, you will shape Tekion's data science strategy, mentor technical teams, and solve complex industry challenges through data-driven…&hellip;
      
        Skills: Cloud infrastructure, Computer vision, Big data, Spark, Git
      
    "
 Data scientist ,United States,3.7,EY,Staff - Tax Technology & Transformation - Advanced Technologies - Data Scientist,"New York, NY",$88K - $165K (Employer est.),30d+,https://www.glassdoor.com/partner/jobListing.htm?pos=2415&ao=1136043&s=58&guid=00000196015717c2975db3f72625f967&src=GD_JOB_AD&t=SR&vt=w&cs=1_6cb5b244&cb=1743779208455&jobListingId=1009575322094&jrtk=5-yul1-0-1io0le61hljd2800-ca6aada96a96600e,"A bachelor's degree in information system, tax technology, management information systems or computer science or related field and a minimum of one year of…&hellip;
      
        Skills: Power BI, Azure, Oracle, Data mining, Writing skills
      
    "
 Data scientist ,United States,3.0,BNSF Railway,Sr Data Scientist (Remote - US),Remote,$165K - $375K (Employer est.),20d,https://www.glassdoor.com/partner/jobListing.htm?pos=2416&ao=1136043&s=58&guid=00000196015717c2975db3f72625f967&src=GD_JOB_AD&t=SR&vt=w&cs=1_66f0dcfc&cb=1743779208455&jobListingId=1009674088451&jrtk=5-yul1-0-1io0le61hljd2800-78aaade2fa1c1eda,"Lead cross-functional collaboration to identify and define analytic initiatives, formulate strategies, and develop solutions to achieve business goals through…&hellip;
      
        Skills: SAFe, Kanban, R, NoSQL, Java
      
    "
 Data scientist ,United States,,Aligned Labs,Freelance PhD Data Scientist,Remote,$50.00 - $70.00 Per Hour (Employer est.),15d,https://www.glassdoor.com/partner/jobListing.htm?pos=2417&ao=1136043&s=58&guid=00000196015717c2975db3f72625f967&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_fbf19a9e&cb=1743779208455&jobListingId=1009679808103&jrtk=5-yul1-0-1io0le61hljd2800-837713a8edf04add,"While the work will be highly varied, projects will typically involve creating complex real-world data science problems from scratch, reviewing AI-generated…&hellip;
      
        Skills: English, Research, Organizational skills, Data science, AI
      
    "
 Data scientist ,United States,4.1,Squarespace,Senior Data Scientist,"New York, NY",$129K - $207K (Employer est.),7d,https://www.glassdoor.com/partner/jobListing.htm?pos=2418&ao=1136043&s=58&guid=00000196015717c2975db3f72625f967&src=GD_JOB_AD&t=SR&vt=w&cs=1_7255d88f&cb=1743779208455&jobListingId=1009688134785&jrtk=5-yul1-0-1io0le61hljd2800-914df2d3fb54604c,"Experience communicating data science solutions to technical and non-technical audiences. We collaborate to develop and integrate data science models into…&hellip;
      
        Skills: Marketing mix modeling, SQL, Customer segmentation, Machine learning, Data science
      
    "
 Data scientist ,United States,3.7,Datalab USA,Data Scientist (3-5 years experience),"Broomfield, CO",$95K - $125K (Employer est.),30d+,https://www.glassdoor.com/partner/jobListing.htm?pos=2419&ao=1136043&s=58&guid=00000196015717c2975db3f72625f967&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2e413c0a&cb=1743779208455&jobListingId=1009658941907&jrtk=5-yul1-0-1io0le61hljd2800-8b47744de9c73cb8,"Build, implement and maintain predictive models through their full lifecycle. MS/PHD in a quantitative discipline or BS in a quantitative discipline with…&hellip;
      
        Skills: Statistical software, Microsoft Excel, Data mining, R, Tableau
      
    "
 Data scientist ,United States,3.6,Amazon.com Services LLC,"Applied Scientist II, Amazon Smart Vehicles","Seattle, WA",$136K - $223K (Employer est.),30d+,https://www.glassdoor.com/partner/jobListing.htm?pos=2420&ao=1136043&s=58&guid=00000196015717c2975db3f72625f967&src=GD_JOB_AD&t=SR&vt=w&cs=1_62f20226&cb=1743779208456&jobListingId=1009615486459&jrtk=5-yul1-0-1io0le61hljd2800-eead4e3829e1dc85,"Experience in state-of-the-art deep learning models architecture design and deep learning training and optimization and model pruning.&hellip;
      
        Skills: TensorFlow, R, Research, Java, C++
      
    "
 Data scientist ,United States,3.0,PacifiCorp,"T&D Data Scientist II, Salt Lake City, UT or Portland, OR #112341","Salt Lake City, UT",$90K - $127K (Employer est.),30d+,https://www.glassdoor.com/partner/jobListing.htm?pos=2421&ao=1136043&s=58&guid=00000196015717c2975db3f72625f967&src=GD_JOB_AD&t=SR&vt=w&cs=1_c3ee0b07&cb=1743779208456&jobListingId=1009442966693&jrtk=5-yul1-0-1io0le61hljd2800-0076451c2bd6b1ff,"Conduct research studies and technical analyses in areas of specialized data science to support company objectives including wildfire risk modeling and analysis…&hellip;
      
        Skills: ArcGIS, Azure, Customer service, C#, Spark
      
    "
 Data scientist ,United States,4.0,Brillio,Senior Data Scientist – R01547300,"Santa Clara, CA",$80.00 - $90.00 Per Hour (Employer est.),9d,https://www.glassdoor.com/partner/jobListing.htm?pos=2422&ao=1136043&s=58&guid=00000196015717c2975db3f72625f967&src=GD_JOB_AD&t=SR&vt=w&cs=1_a6c7c6a2&cb=1743779208456&jobListingId=1009685527417&jrtk=5-yul1-0-1io0le61hljd2800-87ed879d7dd29758,"Communicate findings, insights, and predictions to both technical and non-technical stakeholders. Education: Bachelor's or Master’s degree in Data Science,…&hellip;
      
        Skills: TensorFlow, Microsoft Excel, SAS, R, Data analysis skills
      
    "
 Data scientist ,United States,3.8,Uber,"Data Scientist II, Tech","San Francisco, CA",$140K - $156K (Employer est.),30d+,https://www.glassdoor.com/partner/jobListing.htm?pos=2423&ao=1136043&s=58&guid=00000196015717c2975db3f72625f967&src=GD_JOB_AD&t=SR&vt=w&cs=1_8c134125&cb=1743779208456&jobListingId=1009541034658&jrtk=5-yul1-0-1io0le61hljd2800-6f21c470342aaffe,"Collaborate with cross-functional customers to find opportunities, design, implement and analyze experiments, and perform deep dives to drive business impact.&hellip;
      
        Skills: Microsoft Excel, Tableau, SQL, Machine learning, Experimental design
      
    "
 Data scientist ,United States,3.6,Rekuten Global,"Manager, Data Scientist","San Mateo, CA",$132K - $227K (Employer est.),24h,https://www.glassdoor.com/partner/jobListing.htm?pos=2424&ao=1136043&s=58&guid=00000196015717c2975db3f72625f967&src=GD_JOB_AD&t=SR&vt=w&cs=1_fe57ea99&cb=1743779208456&jobListingId=1009698026181&jrtk=5-yul1-0-1io0le61hljd2800-dd85a8fe9e15537a,"Masters or PhD degree in AI/ML, computer science, statistics, physics, applied mathematics or related field. Adapt project execution, balancing technical, cost…&hellip;
      
        Skills: Statistics, Management, Big data, SQL, Machine learning
      
    "
 Data scientist ,United States,4.1,Apple,"AIML - Sr. Data Scientist, Smart Home Devices","Seattle, WA",$135K - $251K (Employer est.),8d,https://www.glassdoor.com/partner/jobListing.htm?pos=2425&ao=1136043&s=58&guid=00000196015717c2975db3f72625f967&src=GD_JOB_AD&t=SR&vt=w&cs=1_cb03fb47&cb=1743779208456&jobListingId=1009686622205&jrtk=5-yul1-0-1io0le61hljd2800-3980ccca7ae41aac,"Master’s Degree in a technical or quantitative field such as; Statistics, Mathematics, Computer Science, Engineering, Economics or Physics.&hellip;
      
        Skills: SQL, Presentation skills, Machine learning, Deep learning, Natural language processing
      
    "
 Data scientist ,United States,3.3,CooperSurgical,"Senior Data Scientist- Livingston, NJ or Trumbull, CT","Livingston, NJ",$130K - $165K (Employer est.),8d,https://www.glassdoor.com/partner/jobListing.htm?pos=2426&ao=1136043&s=58&guid=00000196015717c2975db3f72625f967&src=GD_JOB_AD&t=SR&vt=w&cs=1_45fe3794&cb=1743779208456&jobListingId=1009687001282&jrtk=5-yul1-0-1io0le61hljd2800-649c9037a691098a,"You will design and implement complex analytical models, develop descriptive, diagnostic, predictive and prescriptive analytics solutions, and provide strategic…&hellip;
      
        Skills: Power BI, Data mining, R, Tableau, SQL
      
    "
 Data scientist ,United States,3.6,Best Buy,Lead Decision Scientist,"Minneapolis, MN",$101K - $179K (Employer est.),24h,https://www.glassdoor.com/partner/jobListing.htm?pos=2427&ao=1136043&s=58&guid=00000196015717c2975db3f72625f967&src=GD_JOB_AD&t=SR&vt=w&cs=1_ce41f7ca&cb=1743779208457&jobListingId=1009696177557&jrtk=5-yul1-0-1io0le61hljd2800-5756b7475a663325,"Build and democratize data solutions, dashboards, and tools to drive efficiencies in field operations and market share growth.&hellip;
      
        Skills: Power BI, Alteryx, Data analysis skills, Google Cloud Platform, Tableau
      
    "
 Data scientist ,United States,3.7,New York Life Insurance Co,Associate - Data Scientist - Field Agency and Sales Analytics,"New York, NY",$65K - $110K (Employer est.),30d+,https://www.glassdoor.com/partner/jobListing.htm?pos=2428&ao=1136043&s=58&guid=00000196015717c2975db3f72625f967&src=GD_JOB_AD&t=SR&vt=w&cs=1_0ce1fd9c&cb=1743779208457&jobListingId=1009653982651&jrtk=5-yul1-0-1io0le61hljd2800-a7f87dc45fbd4bd7,"Leads and contributes to data analysis and modeling projects from project/sample design, business review meetings with internal and external clients deriving…&hellip;
      
        Skills: Oracle, Bootstrap, Spark, R, Tableau
      
    "
 Data scientist ,United States,3.5,Hinge-Health,Senior Data Scientist,"San Francisco, CA",$152K - $228K (Employer est.),15d,https://www.glassdoor.com/partner/jobListing.htm?pos=2429&ao=1136043&s=58&guid=00000196015717c2975db3f72625f967&src=GD_JOB_AD&t=SR&vt=w&cs=1_9bcb0138&cb=1743779208457&jobListingId=1009679637607&jrtk=5-yul1-0-1io0le61hljd2800-6f61b87aa065f9b1,"Bachelor’s Degree (or equivalent) in Computer Science, Mathematics, Finance or a related technical field. Partner with engineering to improve user ID matching…&hellip;
      
        Skills: Machine learning, Predictive analytics, A/B testing, Data science, Analytics
      
    "
 Data scientist ,United States,3.8,Uber,Senior ML Engineer - Autonomous,"San Francisco, CA",$198K - $220K (Employer est.),30d+,https://www.glassdoor.com/partner/jobListing.htm?pos=2430&ao=1136043&s=58&guid=00000196015717c2975db3f72625f967&src=GD_JOB_AD&t=SR&vt=w&cs=1_3dde3e03&cb=1743779208457&jobListingId=1009607642048&jrtk=5-yul1-0-1io0le61hljd2800-ebc6992eceda5424,"Bachelor's degree or higher in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience.&hellip;
      
        Skills: Computer science, Go, Spark, Apache Hive, Java
      
    "
